349,2021090900,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02751841503262205, 0.08820570389468521, 0.1676205256370544, 0.1614714278901674, 0.23587216005525746, 0.3247900700195442, 0.4275795067992586, 0.5340706539970881, 0.6325531575129438, 0.6972921622891025, 0.7672574612376214, 0.8194991474828505, 0.8679081743325263, 0.8864563830335398, 0.8979206985660192, 0.7158335822593538]"
788,2021090900,"[0, 0, 0, 0, 0, 0, 0.04071560976674196, 0.09957131103445721, 0.09245400981906625, 0.15832071717122714, 0.10349586644138578, 0.13078632728356668, 0.15504965248887187, 0.1827116214333594, 0.1993598971422309, 0.233893484258435, 0.2958195284019619, 0.3755287688264437, 0.4725324455695663]"
4189,2021090900,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.04605476488710421, 0.1326451468391265, 0.17347000771756288, 0.2787860981732348, 0.3875831774928284, 0.5018440119283455, 0.6024147481323393, 0.7036103701260994, 0.7996051596526842, 0.8827174247980465, 0.9011641454705712, 0.9572884192230626, 1]"
4393,2021090900,"[0, 0, 0, 0, 0, 0, 0, 0, 0.03335129302582839, 0.06707539133492127, 0.07712859116051758, 0.06683924475842502, 0.05940080111208648, 0.038970224202298225, 0.026590047146155163, 0, 0, 0, 0, 0, 0.053299112884758186, 0.14983169370836988, 0.2452250711127875, 0.3869104112276507, 0.54360809253006, 0.7109573008173911, 0.8655560756194121, 0.9898528964740307, 1, 1, 1, 1, 1, 1, 1]"
231,2021091200,"[0, 0, 0, 0, 0, 0.011028250218044764, 0.05951860395001543, 0.11357483790612631, 0.18510749017415634, 0.24461509365356734, 0.1990797721794494, 0.2566528808417153, 0.2747909332728434, 0.3518719596986441, 0.4338563637228994, 0.5239565041010037, 0.6319279957418962, 0.7427765324884734, 0.8589656926465116, 0.9679369398753955, 1, 1]"
1459,2021091200,"[0.08441078965334635, 0.11120373252501368, 0.21623011926689248, 0.2070313925646553, 0.27018158853070345, 0.3344733018543022, 0.3748727772862418, 0.36821622695834105, 0.34764198012602104, 0.3161419246258201, 0.24196183051185424, 0.2714068236087356, 0.21088065038415202, 0.16756028673504636, 0.14187290686352752, 0.1357617287653486, 0.1640462158411885, 0.22606224648335427, 0.25385248490939627, 0.30134221426587093, 0.37661683171857024, 0.4676709216719132, 0.5517435005473762, 0.6246883242062302, 0.7022474410654899, 0.7689144975373636, 0.87113668587933, 0.907530095166082, 0.906463179539059, 0.9037452823107505, 0.9241479926668219, 0.9695496585609344, 1, 0.9512437641152022, 0.8888113503524333, 0.8554688950981084, 0.7906982404294418, 0.6997071229716555]"
3480,2021091200,"[0, 0, 0, 0, 0, 0, 0, 0.004136103609974443, 0, 0.014950269513459936, 0.04101092493067448, 0, 0.017055236266135438, 0.035545533253517426, 0.05385714561648343, 0.08591720573448552, 0.12719326883156873, 0.18164630177600058, 0.2550743347373722, 0.332201756406919, 0.4266119489416971, 0.5275391683857321, 0.6628618988118627, 0.7982799549686339, 0.9192840503750949, 1, 1]"
4041,2021091200,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06858517662056621, 0.17211511538953983, 0.25838997357538246, 0.32526234647025265, 0.37576954796456985, 0.47146174235104615, 0.5978757099432211, 0.7325498691849052, 0.8772996215474932, 1, 1, 1, 1, 1, 1, 1]"
997,2021091201,"[0, 0, 0, 0, 0, 0, 0, 0, 0.008266542004563558, 0, 0, 0, 0.02571304022980632, 0.10519467601650861, 0.19949431815990215, 0.2983184139887688, 0.4118460925925985, 0.593093807689865, 0.5779682518002948, 0.6411066524447835, 0.7049657502156372, 0.7805332649818248, 0.8559752935895795, 0.9337570890546378, 1, 1]"
1367,2021091201,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.008143361831621416, 0.06934372817228603, 0.12311548218229439, 0.19680322739915412, 0.25932983806949633, 0.3194531035210749, 0.36455163519384376, 0.4082004681779098, 0.40569026118283164, 0.4575231417445668, 0.5804830238241475, 0.7069073287172529, 0.8370849913669993, 0.9066757945860096, 0.9948576861724899, 1, 1, 1]"
1653,2021091201,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.04364711534294925, 0.07524452827642099, 0.13148272347031492, 0.1906472587389555, 0.26478888074567253, 0.3605658624146353, 0.4926986408291718, 0.5977193381843263, 0.6954284584989877, 0.7411075483745121]"
